id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency
chia,xch,Chia,https://assets.coingecko.com/coins/images/15174/large/zV5K5y9f_400x400.png?1696514829,36.13,346749637,169,1107408287.0,7275144.0,36.91,34.0,1.91,5.59032,19229282.0,5.87117,9572907.10718457,30572827.008129,,1645.12,-97.80258,2021-05-15T14:24:45.107Z,20.46,76.65067,2023-10-13T20:34:41.868Z,,2024-01-11T15:42:12.480Z,-2.107346349296853,5.590322299854941,-7.960331038984217
pocket-network,pokt,Pocket Network,https://assets.coingecko.com/coins/images/22506/large/POKT.jpg?1703257310,0.221182,343322319,170,363038902.0,2486471.0,0.222725,0.195377,0.02499146,12.73835,39302622.0,12.92766,1548744251.40763,1637686745.94963,,3.11,-92.89259,2022-01-16T07:15:26.325Z,0.0217654,916.92007,2023-09-11T21:46:04.583Z,,2024-01-11T15:41:54.312Z,0.31300370478026895,12.738351634628462,34.84268600189536
stride,strd,Stride,https://assets.coingecko.com/coins/images/27275/large/Stride_Token.png?1696526327,3.82,342560316,171,342562111.0,376289.0,4.0,3.29,0.51874,15.69594,49448039.0,16.87,88715898.781619,88716363.622372,100000000.0,4.02,-3.85482,2024-01-09T09:14:03.220Z,0.178275,2066.85949,2023-01-04T00:19:07.141Z,,2024-01-11T15:41:18.957Z,-2.3401235845546893,15.695936915101772,28.878630649462345
centrifuge,cfg,Centrifuge,https://assets.coingecko.com/coins/images/15380/large/centrifuge.PNG?1696515027,0.716054,333460964,173,374049535.0,1219854.0,0.719427,0.617308,0.097513,15.76509,45740959.0,15.89773,465692634.0,522376327.0,,15.98,-95.5032,2021-05-30T00:00:00.000Z,0.139815,414.06959,2023-01-04T19:31:23.475Z,,2024-01-11T15:40:42.151Z,-0.4065006077857727,15.76509069995334,-4.103433156639327
oec-token,okt,OKT Chain,https://assets.coingecko.com/coins/images/13708/large/WeChat_Image_20220118095654.png?1696513453,18.61,332882698,174,332878585.0,5188272.0,19.49,17.26,1.1,6.2985,22884044.0,7.38198,17847480.0,17847259.5,21000000.0,250.53,-92.55163,2021-05-10T03:09:56.045Z,10.27,81.72654,2023-10-18T19:35:19.761Z,,2024-01-11T15:41:23.829Z,-4.485251771538448,6.298502521542834,8.397285749704187
kadena,kda,Kadena,https://assets.coingecko.com/coins/images/3693/large/800_x_800.png?1704378151,1.28,332701499,172,1283225156.0,36794712.0,1.35,1.13,0.150064,13.24294,38736141.0,13.17711,259269776.47208,1000000000.0,1000000000.0,27.64,-95.33732,2021-11-11T13:22:45.731Z,0.065811,1857.96582,2020-03-13T02:00:28.582Z,"{'times': 0.283225156393494, 'currency': 'usd', 'percentage': 28.3225156393494}",2024-01-11T15:41:53.600Z,-3.529974230990657,13.242936273128466,2.5974651456475297
nem,xem,NEM,https://assets.coingecko.com/coins/images/242/large/NEM_WC_Logo_200px.png?1696501595,0.03660327,330929831,175,330929831.0,12289003.0,0.03732821,0.03338253,0.00322074,9.64799,29479369.0,9.77918,8999999999.0,8999999999.0,,1.87,-98.03213,2018-01-07T00:00:00.000Z,8.482e-05,43252.87232,2015-09-05T00:00:00.000Z,,2024-01-11T15:41:55.998Z,-0.9416716783221779,9.647993679577112,-1.3539297025106856
floki,floki,FLOKI,https://assets.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,3.241e-05,321818238,176,324068436.0,25093079.0,3.325e-05,2.895e-05,3.38e-06,11.64767,33307378.0,11.54458,9930564123702.0,10000000000000.0,10000000000000.0,0.00033651,-90.27597,2021-11-04T06:58:35.285Z,8.428e-08,38725.43451,2021-07-06T01:11:20.438Z,,2024-01-11T15:41:56.729Z,-1.8770304987122486,11.64767251993183,0.37528999446241573
tellor,trb,Tellor Tributes,https://assets.coingecko.com/coins/images/9644/large/Blk_icon_current.png?1696509713,125.21,321600839,177,325765808.0,128164242.0,132.17,116.5,8.1,6.91666,20767603.0,6.90336,2555517.7708033193,2588613.62177115,,593.09,-78.8575,2023-12-31T22:15:07.200Z,0.01001379,1252106.64381,2019-11-01T10:00:10.047Z,,2024-01-11T15:41:49.161Z,-2.1208395711450367,6.916663439614109,-6.3974549975119785
lukso-token-2,lyx,LUKSO,https://assets.coingecko.com/coins/images/31010/large/LYX.png?1696529847,10.41,317675794,180,438165067.0,913363.0,10.51,10.02,0.352512,3.5065,10358823.0,3.37073,30529319.49440434,42108594.8333237,,10.52,-1.56973,2024-01-09T08:24:15.839Z,4.77,116.84566,2023-10-12T11:39:47.243Z,,2024-01-11T15:40:32.724Z,0.007791644221771602,3.5065012058753986,9.687216474198703
safepal,sfp,SafePal,https://assets.coingecko.com/coins/images/13905/large/sfp.png?1696513647,0.747562,316142925,179,375615357.0,5929063.0,0.760832,0.696112,0.04886552,6.99381,21571370.0,7.32296,420833333.0,500000000.0,500000000.0,4.19,-82.08335,2021-02-09T18:30:34.250Z,0.269235,178.66282,2022-06-14T02:06:50.102Z,,2024-01-11T15:42:01.156Z,-1.6650187890669035,6.993811941687134,2.293457237927736
autonolas,olas,Autonolas,https://assets.coingecko.com/coins/images/31099/large/OLAS-token.png?1696529930,5.7,316054973,178,3077715008.0,4748141.0,5.9,5.36,-0.09332327541378582,-1.61149,-2805586.9249402285,-0.87988,55122459.42012983,536777571.237781,,8.47,-31.26183,2024-01-03T06:34:54.006Z,0.08371,6854.76004,2023-08-02T19:06:23.313Z,,2024-01-11T15:41:41.279Z,-3.063263229276218,-1.6114943596467521,-23.29001039480084
worldcoin-wld,wld,Worldcoin,https://assets.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,2.79,308906887,182,28002905609.0,137007044.0,2.93,2.45,0.326432,13.27677,38580727.0,14.27192,110312440.750417,10000000000.0,10000000000.0,4.69,-39.98455,2023-12-17T15:59:46.591Z,0.973104,189.0054,2023-09-13T07:36:44.064Z,,2024-01-11T15:41:52.826Z,-3.441656379448796,13.276774488926913,-11.993889870667353
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,https://assets.coingecko.com/coins/images/23657/large/savax_blue.png?1696522860,44.92,308517680,181,308517680.0,2087188.0,46.67,38.48,6.44,16.74423,45015546.0,17.08356,6839057.95703719,6839057.95703719,,103.55,-56.4065,2022-04-02T13:44:54.612Z,9.25,388.08601,2023-09-14T12:26:14.318Z,,2024-01-11T15:41:57.521Z,-1.8836063881920075,16.744228913340166,6.69586754531626
origintrail,trac,OriginTrail,https://assets.coingecko.com/coins/images/1877/large/TRAC.jpg?1696502873,0.791059,305869957,183,399518228.0,4040641.0,0.82094,0.759672,0.03138736,4.1317,15150293.0,5.21131,382798499.36395836,500000000.0,500000000.0,3.5,-77.34267,2021-11-03T18:09:57.627Z,0.00385262,20512.62522,2020-03-13T02:24:12.031Z,"{'times': 6.910590257458628, 'currency': 'usd', 'percentage': 691.0590257458628}",2024-01-11T15:41:54.918Z,-1.5145926383437889,4.1317014038290365,21.46017395325113
ribbon-finance,rbn,Ribbon Finance,https://assets.coingecko.com/coins/images/15823/large/RBN_64x64.png?1696515442,0.345164,303989490,184,345208136.0,1282459.0,0.350753,0.337061,0.00289104,0.84466,2175254.0,0.72073,880597698.981567,1000000000.0,1000000000.0,5.54,-93.76203,2021-10-07T22:30:49.258Z,0.12452,177.62251,2023-05-18T09:35:07.716Z,,2024-01-11T15:41:51.621Z,-0.5337431014970826,0.8446591087528753,6.425461529937679
mask-network,mask,Mask Network,https://assets.coingecko.com/coins/images/14051/large/Mask_Network.jpg?1696513776,3.67,301037141,185,366615486.0,232160347.0,3.81,3.4,0.26534,7.80226,21723020.0,7.77727,82112500.0,100000000.0,100000000.0,41.45,-91.11102,2021-02-24T17:42:44.637Z,0.976528,277.26334,2022-10-13T10:36:10.009Z,,2024-01-11T15:41:55.402Z,-1.8692701486863887,7.8022597876878015,7.38982048651777
raydium,ray,Raydium,https://assets.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,1.19,300298154,186,663040723.0,32530105.0,1.26,1.083,0.104106,9.60462,27973573.0,10.27214,251365367.998291,555000000.0,555000000.0,16.83,-92.87543,2021-09-12T20:20:23.998Z,0.134391,792.3719,2022-12-29T22:15:53.927Z,,2024-01-11T15:42:10.564Z,-4.318282408820769,9.604621308204097,-18.610187771344428
theta-fuel,tfuel,Theta Fuel,https://assets.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1696508251,0.04609811,297788282,188,297787485.0,6080576.0,0.0492495,0.04207248,0.00390416,9.25289,26968499.0,9.9581,6411403229.0,6411386055.0,,0.68159,-93.20356,2021-06-09T06:50:55.818Z,0.00090804,5001.52538,2020-03-13T02:30:37.972Z,,2024-01-11T15:41:43.864Z,-2.4206157706725304,9.25288768651996,-5.8890650140322185
0x,zrx,0x Protocol,https://assets.coingecko.com/coins/images/863/large/0x.png?1696501996,0.34646,295111070,189,348215273.0,19085191.0,0.352973,0.316291,0.03016985,9.53865,26891423.0,10.0259,847496054.8122635,1000000000.0,1000000000.0,2.5,-86.05988,2018-01-13T00:00:00.000Z,0.120667,188.46125,2020-03-13T02:27:49.563Z,"{'times': 6.217926547354187, 'currency': 'usd', 'percentage': 621.7926547354188}",2024-01-11T15:41:43.541Z,-1.4992426917314396,9.538647568805429,3.8073577045988904
magic,magic,Magic,https://assets.coingecko.com/coins/images/18623/large/magic.png?1696518095,1.15,294998655,187,389613895.0,131499452.0,1.18,0.970242,0.149597,14.99682,38469774.0,14.99627,257164772.518101,339645510.317976,347714007.0,6.32,-81.58526,2022-02-19T16:24:53.615Z,0.01999252,5724.54332,2021-10-07T01:57:51.729Z,,2024-01-11T15:41:50.065Z,-1.498791258784178,14.996824899669706,-0.9458790707676202
ravencoin,rvn,Ravencoin,https://assets.coingecko.com/coins/images/3412/large/ravencoin.png?1696504108,0.02161977,291075471,190,456314849.0,20310859.0,0.02210034,0.0187036,0.00279333,14.83727,38854224.0,15.40482,13395542349.0056,21000000000.0,21000000000.0,0.285218,-92.35088,2021-02-20T11:19:07.791Z,0.00893232,144.24396,2020-03-13T02:30:00.004Z,,2024-01-11T15:41:47.203Z,-1.6015222496771426,14.837274209728774,6.504444637495944
paypal-usd,pyusd,PayPal USD,https://assets.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,0.996741,290408977,191,290408977.0,17440539.0,1.009,0.986478,-0.003893640928405828,-0.38912,2924054.0,1.01712,290984916.19,290984916.19,,1.021,-2.17266,2023-10-23T22:44:57.056Z,0.972731,2.65529,2024-01-03T12:05:24.231Z,,2024-01-11T15:41:56.187Z,-0.8383145574532889,-0.3891169985680615,-0.4830472160147202
tectum,tet,Tectum,https://assets.coingecko.com/coins/images/29575/large/Icon_TET.png?1696528514,39.78,289651933,192,399775935.0,7286812.0,44.71,34.11,4.38,12.3672,31510863.0,12.20684,7245356.89999919,10000000.0,10000000.0,45.03,-11.66136,2024-01-07T05:40:48.338Z,3.05,1202.32901,2023-10-10T02:50:53.429Z,,2024-01-11T15:41:49.417Z,3.3729069759302726,12.36719944680352,46.89581550604496
mx-token,mx,MX,https://assets.coingecko.com/coins/images/8545/large/MEXC_GLOBAL_LOGO.jpeg?1696508719,2.8,283521051,193,1216790602.0,5584186.0,2.85,2.74,0.00502705,0.17959,1757623.0,0.62379,100631535.5,431881535.5,,3.7,-24.41866,2021-12-02T00:59:40.216Z,0.04218457,6527.43662,2019-11-25T05:59:45.392Z,,2024-01-11T15:41:55.051Z,-1.6568926842715355,0.17959469331368297,1.9142862639392644
ocean-protocol,ocean,Ocean Protocol,https://assets.coingecko.com/coins/images/3687/large/ocean-protocol-logo.jpg?1696504363,0.472336,281677243,194,672985467.0,44013800.0,0.482954,0.427662,0.04467411,10.44613,29404346.0,11.65577,589693427.9615499,1408900141.1674242,1410000000.0,1.93,-75.52491,2021-04-10T09:24:58.915Z,0.01284832,3576.44575,2019-08-11T00:00:00.000Z,"{'times': 2.9361327348950943, 'currency': 'usd', 'percentage': 293.6132734895094}",2024-01-11T15:41:45.607Z,-1.9472309751844503,10.446129259761406,-1.2554814937210592
jasmycoin,jasmy,JasmyCoin,https://assets.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.00577014,279390228,195,288507051.0,39958338.0,0.00592872,0.00520151,0.00056406,10.83464,27389142.0,10.86866,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.8784,2021-02-16T03:53:32.207Z,0.00275026,111.78976,2022-12-29T20:41:09.113Z,,2024-01-11T15:41:50.129Z,-2.0490072416331975,10.834640229019463,-1.4031586056156342
echelon-prime,prime,Echelon Prime,https://assets.coingecko.com/coins/images/29053/large/prime-logo-small-border_%282%29.png?1696528020,8.54,275237876,196,949407323.0,5030390.0,8.89,8.18,0.139671,1.6621,4187510.0,1.54492,32211660.3219,111111111.0,111111111.0,11.7,-26.06977,2023-12-15T10:00:21.514Z,1.19,625.44897,2023-05-25T01:50:17.283Z,,2024-01-11T15:41:54.319Z,-1.1022979930664325,1.6620968509750427,-8.814196494545167
beldex,bdx,Beldex,https://assets.coingecko.com/coins/images/5111/large/Beldex.png?1696505631,0.046035,273332631,197,458741934.0,2469968.0,0.04679192,0.0435482,0.0023558,5.39341,15186565.0,5.88293,5912680865.3814,9923420559.48109,,0.450785,-89.78782,2018-12-17T00:00:00.000Z,0.00027519,16628.6961,2019-11-01T11:05:12.090Z,"{'times': -0.815860004906081, 'currency': 'usd', 'percentage': -81.5860004906081}",2024-01-11T15:41:27.536Z,-1.1134025830320564,5.393406688145078,4.820654250228692
yearn-finance,yfi,yearn.finance,https://assets.coingecko.com/coins/images/11849/large/yearn.jpg?1696511720,8177.21,272672484,199,300739264.0,46526708.0,8385.02,7479.77,663.78,8.83465,22294318.0,8.90426,33244.110420462064,36666.0,36666.0,90787.0,-90.97233,2021-05-12T00:29:37.713Z,31.65,25799.52269,2020-07-18T12:26:27.150Z,,2024-01-11T15:41:55.163Z,-1.5393652274048575,8.834648548907461,6.509162868166814
convex-finance,cvx,Convex Finance,https://assets.coingecko.com/coins/images/15585/large/convex.png?1696515221,3.31,272582896,198,330190347.0,7324922.0,3.39,3.03,0.266558,8.75915,22498588.0,8.9964,81990703.72425415,99318553.3823434,100000000.0,60.09,-94.43637,2022-01-01T18:04:03.030Z,1.9,75.68413,2021-07-20T13:17:29.183Z,,2024-01-11T15:41:51.462Z,-1.8522401079405109,8.759145511814847,1.0395591174417904
just,jst,JUST,https://assets.coingecko.com/coins/images/11095/large/JUST.jpg?1696511035,0.03033029,270002646,201,300269847.0,65526761.0,0.0308418,0.02858784,0.00154811,5.37872,13702771.0,5.34638,8902080000.0,9900000000.0,9900000000.0,0.193254,-84.26944,2021-04-05T04:34:23.454Z,0.00476275,538.28634,2020-05-09T06:08:54.872Z,,2024-01-11T15:41:39.208Z,-1.349958270479675,5.378720950492396,-1.139491062761815
aragon,ant,Aragon,https://assets.coingecko.com/coins/images/681/large/Avatar_Circle_x6.png?1696501871,6.63,266450947,202,287346380.0,19111563.0,6.74,6.11,0.450267,7.28773,19766818.0,8.01301,40039312.049009934,43179247.4042392,45094973.0,14.64,-54.53718,2021-04-06T09:35:37.795Z,0.301888,2104.3747,2018-11-27T00:00:00.000Z,,2024-01-11T15:41:52.388Z,-1.247482931504546,7.287734399593729,15.452484199786742
decred,dcr,Decred,https://assets.coingecko.com/coins/images/329/large/decred.png?1696501665,16.75,265018854,203,352806346.0,2146406.0,16.9,15.2,1.55,10.19043,24335958.0,10.11121,15774648.0343818,21000000.0,,247.35,-93.20863,2021-04-17T00:41:14.790Z,0.43154,3792.69549,2016-12-26T00:00:00.000Z,,2024-01-11T15:41:51.798Z,-0.7659857280647637,10.190426974875102,-1.5924695505418078
ankr,ankr,Ankr Network,https://assets.coingecko.com/coins/images/4324/large/U85xTl2.png?1696504928,0.0262955,264180347,204,264180347.0,25212112.0,0.02683771,0.0238864,0.0024091,10.08567,25108679.0,10.50257,10000000000.0,10000000000.0,10000000000.0,0.213513,-87.63095,2021-04-16T19:44:04.474Z,0.00070728,3633.94624,2020-03-13T02:24:03.563Z,"{'times': 2.984166797468079, 'currency': 'usd', 'percentage': 298.41667974680786}",2024-01-11T15:42:10.350Z,-1.5785289552854413,10.085668062567516,-3.255127649946395
nxm,nxm,Nexus Mutual,https://assets.coingecko.com/coins/images/11810/large/NXMmain.png?1696511684,56.49,260026087,205,260026087.0,0.0,57.35,51.43,3.92,7.41086,17590103.0,7.25557,4572637.96080162,4572637.96080162,4572637.96080162,185.97,-69.43394,2021-11-10T15:14:14.418Z,6.96,716.39467,2020-07-22T19:54:06.406Z,,2024-01-11T15:40:18.056Z,1.138372355028352,7.410864493340859,15.468295966941053
waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1696501700,2.58,258100514,207,258100514.0,45553221.0,2.62,2.33,0.239531,10.2366,23431172.0,9.98476,100000000.0,100000000.0,,61.3,-95.77033,2022-03-31T14:34:44.545Z,0.130878,1881.14526,2016-08-02T00:00:00.000Z,"{'times': 12.72063792746292, 'currency': 'usd', 'percentage': 1272.063792746292}",2024-01-11T15:41:54.380Z,-1.5478812755806655,10.236600623431716,-3.0847931050591715
superfarm,super,SuperVerse,https://assets.coingecko.com/coins/images/14040/large/SuperVerse_Logo_200x200.png?1696513766,0.565246,257888340,208,570933780.0,19199923.0,0.601564,0.493485,0.062389,12.40687,31600139.0,13.96455,451694843.416917,999998077.416917,999998077.416917,4.74,-87.95993,2021-03-31T07:38:55.006Z,0.070397,710.93696,2023-10-19T02:20:23.295Z,,2024-01-11T15:41:51.937Z,-3.4321471923247278,12.406868208252941,-10.202692637102482
wrapped-centrifuge,wcfg,Wrapped Centrifuge,https://assets.coingecko.com/coins/images/17106/large/WCFG.jpg?1696516667,0.71383,257753352,209,,603154.0,0.718991,0.617849,0.095754,15.4922,35010585.0,15.71794,360263043.0,0.0,0.0,2.55,-71.9501,2021-10-14T01:50:21.389Z,0.14244,402.16371,2023-01-04T18:19:37.018Z,,2024-01-11T15:41:29.514Z,-0.13838431331935774,15.492202147493792,-4.657763514419218
helium-mobile,mobile,Helium Mobile,https://assets.coingecko.com/coins/images/29879/large/Mobile_Icon.png?1696528804,0.00320137,257685306,206,736314008.0,4107432.0,0.00333548,0.00290525,0.00029102,9.99937,23630150.0,10.09597,80492316776.8505,230000000000.0,,0.00777336,-58.21429,2023-12-19T06:39:20.059Z,7.624e-05,4160.20143,2023-10-21T19:54:53.005Z,,2024-01-11T15:41:35.333Z,-4.020775043056236,9.999366958386176,-1.8396720879169808
dogwifcoin,wif,dogwifhat,https://assets.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,0.260271,257120744,200,257120744.0,87374715.0,0.315358,0.110622,0.149407,134.76561,145838363.0,131.05252,998926392.0,998926392.0,998926392.0,0.330988,-17.9357,2023-12-22T02:10:21.057Z,0.00155464,17371.79659,2023-12-13T07:13:50.873Z,,2024-01-11T15:41:35.784Z,-11.023599917134467,134.7656054564789,94.35220435616125
dao-maker,dao,DAO Maker,https://assets.coingecko.com/coins/images/13915/large/4.png?1696513656,1.21,255839141,210,337806406.0,10802443.0,1.29,1.13,0.00144451,0.11928,779531.0,0.30563,210184000.0,277524000.0,277524000.0,8.71,-86.00283,2021-04-21T17:13:06.858Z,0.50243,142.68526,2023-10-19T23:41:31.954Z,,2024-01-11T15:42:08.647Z,-2.4034385844642663,0.11927830939294083,14.802500827657012
ssv-network,ssv,SSV Network,https://assets.coingecko.com/coins/images/19155/large/ssv.png?1696518606,35.77,255180610,211,406120768.0,123522334.0,38.75,34.43,0.122779,0.3444,5663241.0,2.26968,7085672.647228521,11276871.0,,49.52,-26.93884,2023-02-27T23:15:10.196Z,3.67,885.53333,2022-06-18T20:56:57.599Z,,2024-01-11T15:41:49.893Z,-2.1020610748249604,0.34439579212792615,5.773911607355546
orca,orca,Orca,https://assets.coingecko.com/coins/images/17547/large/Orca_Logo.png?1696517083,5.34,253812919,212,536580513.0,3969783.0,5.62,4.91,0.38192,7.70924,18914504.0,8.05221,47301926.257714,100000000.0,100000000.0,20.33,-73.60128,2021-10-02T20:14:11.766Z,0.351125,1428.63991,2022-06-19T19:34:08.830Z,,2024-01-11T15:41:41.892Z,-2.2119489729149744,7.709241135198145,-8.541441883485758
genesysgo-shadow,shdw,Shadow Token,https://assets.coingecko.com/coins/images/22271/large/Property_1_Color.png?1696521615,1.55,249672829,213,266351855.0,2658779.0,1.62,1.3,0.246082,18.81537,42189990.0,20.33421,158471828.065502,169058305.209433,169058305.209433,2.82,-43.73621,2022-01-05T01:24:14.734Z,0.01275871,12341.91195,2022-10-16T07:28:50.331Z,,2024-01-11T15:41:41.138Z,-3.3387621165404995,18.815367510698124,15.577003283386565
audius,audio,Audius,https://assets.coingecko.com/coins/images/12913/large/AudiusCoinLogo_2x.png?1696512701,0.209161,248403901,214,254533557.0,10139034.0,0.213518,0.188917,0.02006781,10.61267,25247974.0,11.31405,1181308120.0,1210458275.13145,1210458275.13145,4.95,-95.75714,2021-03-27T15:45:35.137Z,0.0437371,380.65521,2020-10-23T14:56:23.999Z,,2024-01-11T15:41:59.031Z,-1.9132722018180293,10.612673413891693,-4.207120383898689
band-protocol,band,Band Protocol,https://assets.coingecko.com/coins/images/9545/large/Band_token_blue_violet_token.png?1696509627,1.78,246302033,215,254162875.0,14777533.0,1.82,1.62,0.158512,9.78545,23113629.0,10.35611,137849904.760315,142249447.666774,,22.83,-92.16967,2021-04-15T12:04:11.270Z,0.203625,777.89044,2019-11-25T05:49:22.765Z,"{'times': 2.759799731084374, 'currency': 'usd', 'percentage': 275.97997310843743}",2024-01-11T15:41:47.225Z,-1.987382966242512,9.785449237423428,-15.730184743530328
icon,icx,ICON,https://assets.coingecko.com/coins/images/1060/large/icon-icx-logo.png?1696502164,0.246757,240924906,216,244439326.0,6230918.0,0.252992,0.226464,0.02002979,8.8343,19272813.0,8.69507,976363740.928718,990606156.571407,,13.16,-98.11666,2018-01-09T00:00:00.000Z,0.107465,130.7088,2020-01-03T02:14:53.139Z,"{'times': 1.2432484181551546, 'currency': 'usd', 'percentage': 124.32484181551546}",2024-01-11T15:41:43.530Z,-1.9615026046629853,8.83430197201262,-1.981905741199133
balancer,bal,Balancer,https://assets.coingecko.com/coins/images/11683/large/Balancer.png?1696511572,4.4,240084404,217,270127886.0,11816144.0,4.52,3.99,0.308638,7.5401,19540802.0,8.86029,54360233.74309798,61162719.2173522,96150704.0,74.45,-94.0178,2021-05-04T13:35:02.939Z,2.92,52.44873,2023-10-19T01:54:57.699Z,,2024-01-11T15:41:48.877Z,-2.1749470786003857,7.540098712782573,4.4767011687506715
biconomy,bico,Biconomy,https://assets.coingecko.com/coins/images/21061/large/biconomy_logo.jpg?1696520444,0.365162,239244093,218,367166325.0,7038298.0,0.372988,0.329432,0.03573033,10.84604,24515284.0,11.41686,651595955.956699,1000000000.0,1000000000.0,21.45,-98.28806,2021-12-02T02:18:45.254Z,0.189913,93.32842,2023-09-11T19:42:03.355Z,,2024-01-11T15:41:52.858Z,-1.905786760270779,10.846041795101423,1.7334375274760152
terrausd,ustc,TerraClassicUSD,https://assets.coingecko.com/coins/images/12681/large/UST.png?1696512486,0.02625488,237572179,219,259099652.0,35318872.0,0.02730699,0.02380062,0.00219728,9.1334,21554413.0,9.97807,8971380735.80951,9784317475.47775,,1.092,-97.57323,2021-01-11T22:30:57.984Z,0.00601921,340.22466,2022-06-18T20:35:39.169Z,,2024-01-11T15:41:53.887Z,-2.440210205226755,9.133400063868988,-5.117477118337947
dexe,dexe,DeXe,https://assets.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,4.1,235137450,220,397394185.0,5690228.0,4.19,3.88,0.174744,4.45186,10663082.0,4.75024,57101604.0260787,96504599.3360945,,32.38,-87.33895,2021-03-08T13:29:57.935Z,0.671563,510.48147,2020-11-06T19:31:40.144Z,,2024-01-11T15:41:43.877Z,-1.7768684845010758,4.4518634543606055,0.9170253992413597
sushi,sushi,Sushi,https://assets.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1696512101,1.19,230683452,221,299383552.0,70914268.0,1.22,1.086,0.101514,9.33783,21076623.0,10.05531,192789255.8554817,250204041.900047,250000000.0,23.38,-94.87151,2021-03-13T23:44:36.774Z,0.475381,152.1889,2020-11-04T14:53:53.560Z,,2024-01-11T15:41:47.292Z,-1.9561888478648315,9.337826949715081,2.6747247230326847
golem,glm,Golem,https://assets.coingecko.com/coins/images/542/large/Golem_Submark_Positive_RGB.png?1696501761,0.228829,229794170,224,229794170.0,7106107.0,0.236377,0.212841,0.01487632,6.95309,17592836.0,8.29063,1000000000.0,1000000000.0,,1.32,-82.6594,2018-04-13T09:13:22.739Z,0.00913753,2413.17951,2016-12-12T00:00:00.000Z,"{'times': 21.88289887442547, 'currency': 'usd', 'percentage': 2188.289887442547}",2024-01-11T15:41:43.677Z,-3.193100502815244,6.9530875625915725,-4.2123018758764665
escoin-token,elg,Escoin,https://assets.coingecko.com/coins/images/13566/large/escoin-200.png?1696513320,0.736315,228752259,225,,626546.0,0.74407,0.701546,0.02344086,3.28822,10734340.0,4.9236,0.0,250000000.0,,3.61,-79.61423,2022-06-24T02:40:08.448Z,0.00064644,113744.95217,2021-01-10T16:54:16.852Z,,2024-01-11T15:39:21.737Z,-0.42011241203762495,3.288218275381613,8.799313652816945
livepeer,lpt,Livepeer,https://assets.coingecko.com/coins/images/7137/large/logo-circle-green.png?1696507437,7.51,228357479,223,228357479.0,28737430.0,7.68,6.61,0.899021,13.59504,27045708.0,13.43474,30399503.8891464,30399503.8891464,30399503.8891464,99.03,-92.41437,2021-11-09T16:58:44.554Z,0.354051,2021.69689,2019-10-26T22:59:09.500Z,,2024-01-11T15:41:50.929Z,-1.6031199939284801,13.595035528381711,1.5852770859693344
moonriver,movr,Moonriver,https://assets.coingecko.com/coins/images/17984/large/9285.png?1696517502,25.9,228217801,226,291188547.0,54733356.0,27.89,23.66,2.24,9.45436,22930441.0,11.16992,8722249.0,11128926.0,,494.26,-94.68992,2021-09-11T11:40:35.912Z,3.62,625.32536,2023-10-19T21:25:26.120Z,,2024-01-11T15:41:51.271Z,-3.157842885430235,9.454359509277324,-5.347472301584989
memecoin-2,meme,Memecoin,https://assets.coingecko.com/coins/images/32528/large/memecoin_%282%29.png?1698912168,0.02499764,228041154,222,1724836915.0,98971567.0,0.02584068,0.0218614,0.00313624,14.34601,29296122.0,14.74056,9122508610.36631,69000000000.0,69000000000.0,0.04650388,-45.97445,2023-12-06T01:01:43.438Z,0.01724609,45.67928,2023-11-07T18:04:56.706Z,,2024-01-11T15:41:54.477Z,-2.328667557382876,14.346005597041088,-9.37555369347093
link,fnsa,FINSCHIA,https://assets.coingecko.com/coins/images/6450/large/FINSCHIA_coin_icon%28black%29.png?1696506813,30.25,227004096,227,227004096.0,991030.0,31.36,28.37,1.49,5.17759,11253814.0,5.21613,7504814.331958,7504814.331958,,345.88,-91.25494,2021-04-01T22:19:00.034Z,1.055,2767.09378,2018-12-26T00:00:00.000Z,,2024-01-11T15:41:09.454Z,-0.9387541409965261,5.177589595902701,0.21070425597859724
